datum,year,,woy,date,NW,WC,SW,NC,C,SC,NE,EC,SE,STATE,
Days Suitable,2010,KS,34,15-Aug,5.9,6.5,6.6,6.6,6.6,6.3,6.4,6.3,6.8,6.5,
Days Suitable,2010,KS,35,22-Aug,6.6,6.3,5.8,6.6,6.4,4.7,5.1,6.3,5.4,5.9,
Days Suitable,2010,KS,36,29-Aug,6.7,6.1,6.3,5.7,4.6,4.4,6.4,6.5,6.7,5.9,
Days Suitable,2010,KS,37,5-Sep,6.8,6.8,6.8,5.4,5.7,6.7,4.6,5.5,4.9,5.8,
Days Suitable,2010,KS,38,12-Sep,6.9,6.8,7,5.9,6.6,6.2,5.1,5,4.6,6,
Days Suitable,2010,KS,39,19-Sep,5.2,6.7,6.9,3.8,4.1,6.5,3.1,2.9,2.8,4.6,
Days Suitable,2010,KS,40,26-Sep,6.2,6.4,6.4,4.1,4.3,5.1,3.2,4.5,4.3,4.9,
Days Suitable,2010,KS,41,3-Oct,6.9,6.8,6.8,6.4,6.2,6.7,6.5,6.5,6.5,6.6,
Days Suitable,2010,KS,42,10-Oct,6.6,6.9,6.8,6.9,6.7,6.2,6.7,6.8,6.9,6.7,
Days Suitable,2010,KS,43,17-Oct,6.9,6.9,7,6.3,6.3,6,6.2,5.3,5.1,6.2,
Days Suitable,2010,KS,44,24-Oct,6.4,6.3,6,6.3,6.7,6.4,5.7,5.6,5.8,6.1,
Days Suitable,2010,KS,45,31-Oct,6.9,6.8,6.8,6.9,6.9,6.9,6.3,6.5,6.9,6.8,
Days Suitable,2010,KS,46,7-Nov,7,6.9,7,7,6.9,6.8,6.9,6.9,6.9,6.9,
Days Suitable,2010,KS,47,14-Nov,5.5,5.4,5.1,4.6,4.8,4.1,4.2,4.7,4.4,4.7,
Days Suitable,2010,KS,48,21-Nov,6.1,5.8,5.9,2.1,2.2,3.2,2.7,3.4,3.2,3.8,
Days Suitable,2010,KS,49,28-Nov,6.3,6.8,6.4,4.2,4.9,5.8,4.3,5.4,5.1,5.4,
Days Suitable,2010,KS,50,5-Dec,,,,,,,,,,,
Days Suitable,2010,KS,51,12-Dec,,,,,,,,,,,
Days Suitable,2010,KS,52,19-Dec,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Days Suitable,2011,KS,1,3-Jan,,,,,,,December Monthly,,,,
Days Suitable,2011,KS,5,31-Jan,,,,,,,January Monthly,,,,
Days Suitable,2011,KS,9,28-Feb,,,,,,,February Monthly,,,,
Days Suitable,2011,KS,10,6-Mar,4.2,6.1,6.6,2.4,4,6,1.3,0.9,1.9,3.6,
Days Suitable,2011,KS,11,13-Mar,1.9,2.9,4.6,2.9,3.4,4.9,2.4,1.7,1.9,3.1,
Days Suitable,2011,KS,12,20-Mar,5.8,6.6,6.4,3.6,3.3,5.8,2.8,2.2,2.2,4.2,
Days Suitable,2011,KS,13,27-Mar,5.3,5.7,5.9,4.3,4.1,6,3.4,2.6,3.4,4.5,
Days Suitable,2011,KS,14,3-Apr,4.5,5.2,5.9,4.4,3.1,6.4,4.2,3.3,2.3,4.3,
Days Suitable,2011,KS,15,10-Apr,6.4,6.3,6.6,5.7,5.6,6.5,4.5,4.7,4.7,5.6,
Days Suitable,2011,KS,16,17-Apr,4.1,4.7,5.5,4.4,5.3,5.7,4.1,4.7,4.9,4.9,
Days Suitable,2011,KS,17,24-Apr,4.7,5.8,6.8,4.4,5.7,6.4,3.1,4.5,4.6,5.1,
Days Suitable,2011,KS,18,1-May,3.4,3.7,4.9,4.9,5.2,5.2,3.6,4.3,2.6,4.2,
Days Suitable,2011,KS,19,8-May,6.7,6.8,6.8,6.6,6.9,6.7,5.8,5.5,5,6.3,
Days Suitable,2011,KS,20,15-May,4.9,5.9,6.1,5.4,6.2,6.7,6,5.3,4.4,5.6,
Days Suitable,2011,KS,21,22-May,3.9,6.1,6.1,3,4.8,5.5,4.2,3.4,3.8,4.5,
Days Suitable,2011,KS,22,29-May,3.3,4.4,6.5,1.5,2.9,5.4,1.7,1.6,2,3.3,
Days Suitable,2011,KS,23,5-Jun,6.3,6.7,6.4,1.7,4.2,6.3,2,3.8,5.5,4.8,
Days Suitable,2011,KS,24,12-Jun,6.2,6.2,6.7,5.4,6.1,6.4,4.8,5.5,5.7,5.9,
Days Suitable,2011,KS,25,19-Jun,6.4,5.1,6.5,4.6,5.2,5.7,4.7,4.6,5,5.3,
Days Suitable,2011,KS,26,26-Jun,5,5.3,6.4,6.3,6.7,6.6,5.2,5.3,5.4,5.8,
Days Suitable,2011,KS,27,3-Jul,5.9,6.6,6.9,6.6,6.8,6.8,6,6.7,6.6,6.6,
Days Suitable,2011,KS,28,10-Jul,4.6,5.8,6.9,3.4,5.2,6.9,4.4,5.9,6.7,5.7,
Days Suitable,2011,KS,29,17-Jul,5.3,6.6,6.9,6.1,6.8,6.9,5.6,6.6,6.8,6.5,
Days Suitable,2011,KS,30,24-Jul,5.8,5.8,6.9,6.6,6.7,6.5,6.7,6.9,7,6.6,
Days Suitable,2011,KS,31,31-Jul,5.6,5.6,6.8,5.5,6.6,6.6,4.8,6.7,6.8,6.2,
Days Suitable,2011,KS,32,7-Aug,4.1,5.2,6.1,3.8,5.3,6,4.8,6,6.3,5.4,
Days Suitable,2011,KS,33,14-Aug,4.3,6.3,6.2,3.5,4.2,5.7,4.6,5.5,4.3,5,
Days Suitable,2011,KS,34,21-Aug,5.9,6.2,6.6,5.2,6.4,6.2,3.8,5.8,6.6,5.9,
Days Suitable,2011,KS,35,28-Aug,6.9,6.6,6.9,6.4,6.9,6.8,4.6,6.8,6.9,6.6,
Days Suitable,2011,KS,36,4-Sep,6.4,6.8,6.9,5.7,6.8,6.8,5.9,6.9,7,6.6,.
Days Suitable,2011,KS,37,11-Sep,6.9,6.9,6.9,6.7,7,6.9,5.9,6.5,7,6.7,
Days Suitable,2011,KS,38,18-Sep,5.6,5.7,6.1,5,6.2,6.1,4.8,5.7,5.7,5.7,
Days Suitable,2011,KS,39,25-Sep,6.8,6.7,6.7,6.4,5.8,6.6,6.3,6.3,5.3,6.3,
Days Suitable,2011,KS,40,2-Oct,7,6.9,6.9,6.9,7,6.9,6.8,7,6.9,6.9,
Days Suitable,2011,KS,41,9-Oct,4.9,4.8,5.8,5.4,6.1,5.6,6.5,6.4,6.8,5.9,
Days Suitable,2011,KS,42,16-Oct,4.7,4.9,6.1,5.3,5,5.9,5.7,6.1,6.2,5.6,
Days Suitable,2011,KS,43,23-Oct,6.2,6.2,6.9,6.4,6.6,6.9,6.3,6.8,6.5,6.6,
Days Suitable,2011,KS,44,30-Oct,5.7,6.4,6.5,6.9,6.8,6.9,6.8,6.7,6.9,6.7,
Days Suitable,2011,KS,45,6-Nov,4.9,5,5.6,5.5,5.9,6.3,5.7,5.7,5.8,5.7,
Days Suitable,2011,KS,46,13-Nov,5.9,5.9,5.2,4.2,3.2,4.8,2.1,3.5,3.1,4.1,
Days Suitable,2011,KS,47,20-Nov,6,6.6,6.7,5.2,5.8,6.3,5.5,5.3,5.5,5.9,
Days Suitable,2011,KS,48,29-Nov,6.9,6.8,6,5.9,6.1,5.2,4.1,5,4.2,5.5,
Days Suitable,2011,KS,49,4-Dec,,,,,,,,,,,
Days Suitable,2011,KS,50,11-Dec,,,,,,,,,,,
Days Suitable,2011,KS,51,18-Dec,,,,,,,,,,,
Days Suitable,2011,KS,52,25-Dec,,,,,,,,,,,
,,,,,,December Monthly,,,,,,,,,
Days Suitable,2012,KS,1,1-Jan,,,,,,,,,,,
Days Suitable,2012,KS,2,8-Jan,,,,,,,,,,,
Days Suitable,2012,KS,3,15-Jan,,,,,,,,,,,
Days Suitable,2012,KS,4,22-Jan,January Monthly,,,,,,,,,,
Days Suitable,2012,KS,5,29-Jan,,,,,,,,,,,
Days Suitable,2012,KS,6,5-Feb,,,,,,,,,,,
Days Suitable,2012,KS,7,12-Feb,,,,,,,,,,,
Days Suitable,2012,KS,8,19-Feb,February Monthly,,,,,,,,,,
Days Suitable,2012,KS,9,26-Feb,,,,,,,,,,,
Days Suitable,2012,KS,10,4-Mar,6.3,5.9,6.1,4.9,6.1,5.5,4.2,4.1,4.1,5.2,
Days Suitable,2012,KS,11,11-Mar,6.4,5.9,5.8,6.1,5.6,5.1,4.9,4.1,3.3,5.1,
Days Suitable,2012,KS,12,18-Mar,6.6,6.6,6.8,6.6,6.7,6.2,5.1,5,3.3,5.8,
Days Suitable,2012,KS,13,25-Mar,3.9,3.3,3.5,2.3,1.5,1.6,0.7,0.6,0.5,1.9,
Days Suitable,2012,KS,14,1-Apr,6.9,6.5,6.1,5.8,5.1,5.3,3.9,3.4,3.7,5,
Days Suitable,2012,KS,15,8-Apr,2.6,2.4,3.6,2.9,3,3.7,3.5,3.8,5,3.5,
Days Suitable,2012,KS,16,15-Apr,4.5,4.2,4.3,4.4,3.7,4,3.7,4.3,4.4,4.1,
Days Suitable,2012,KS,17,22-Apr,5.7,6.3,5.9,5.2,4.8,5.5,5.2,6.1,5.2,5.6,
Days Suitable,2012,KS,18,29-Apr,4.4,6.2,6.1,4.8,5.8,5.9,5.2,5.6,6.1,5.6,
Days Suitable,2012,KS,19,6-May,6.6,6.8,5.9,5.6,6.6,5,4.6,4,2,5,
Days Suitable,2012,KS,20,13-May,6.6,6.9,6.7,6.7,6.9,6.5,6.1,5.4,4.8,6.2,
Days Suitable,2012,KS,21,20-May,6.8,6.9,6.9,7,7,6.9,6.7,6.7,6.9,6.9,
Days Suitable,2012,KS,22,27-May,6.4,6.7,6.8,6.8,6.9,6.8,6.9,6.3,7,6.7,
Days Suitable,2012,KS,23,3-Jun,6.9,6.4,3.2,5.5,5,5.1,6,5.3,5,5.6,
Days Suitable,2012,KS,24,10-Jun,6.9,6.8,6.7,6.8,6.9,6.5,7,6.9,6.3,6.7,
Days Suitable,2012,KS,25,17-Jun,6.3,5.9,6,4.7,5,5.5,5.5,5.7,6.1,5.6,
Days Suitable,2012,KS,26,24-Jun,7,7,6.6,4.8,5.7,5.6,4.1,5.4,5.5,5.7,
Days Suitable,2012,KS,27,1-Jul,6.8,6.9,6.7,6.5,6.9,7,6,6.7,6.8,6.7,
Days Suitable,2012,KS,28,8-Jul,6.1,6.8,6.2,6.5,6.6,6.6,6.1,6.6,6.8,6.5,
Days Suitable,2012,KS,29,15-Jul,6.1,6.8,6.2,6.5,6.6,6.6,6.1,6.6,6.8,6.5,
Days Suitable,2012,KS,30,22-Jul,7,7,6.9,6.9,7,6.9,6.7,6.8,6.9,6.9,
Days Suitable,2012,KS,31,29-Jul,6.8,6.9,6.7,5.7,6.4,7,6.7,6.8,7,6.7,
Days Suitable,2012,KS,32,5-Aug,6.3,6.8,6.6,5.6,6.7,6.9,6.5,6.8,6.9,6.6,
Days Suitable,2012,KS,33,12-Aug,6.9,7,6.8,6.7,6.6,6.9,6.9,7,7,6.9,
Days Suitable,2012,KS,34,19-Aug,7,6.3,6.7,6.6,6.4,6.7,7,6.8,6.8,6.7,
Days Suitable,2012,KS,35,26-Aug,5.5,4.8,5.8,4.8,4.8,5.5,4.7,5.1,6.1,5.3,
Days Suitable,2012,KS,36,2-Sep,7,6.6,6.1,6,5.7,6.6,4.9,5,5.9,5.3,
Days Suitable,2012,KS,37,9-Sep,6.9,6.3,6.6,5.9,5.4,5.5,6.1,5.4,5.4,5.9,
Days Suitable,2012,KS,38,16-Sep,6.6,6.2,6.1,4.6,4.9,5.4,4.7,4.7,4.5,5.2,
Days Suitable,2012,KS,39,23-Sep,7,6.9,6.9,6.7,6.6,6.9,6.7,6.5,5.4,6.6,
Days Suitable,2012,KS,40,30-Sep,6.4,5.1,4.6,6,5.2,6.2,6.4,4.8,4.7,5.4,
Days Suitable,2012,KS,41,7-Oct,5.3,5.9,5.8,6.5,6.7,6.5,6.1,6.2,6.5,6.2,
Days Suitable,2012,KS,42,14-Oct,5.7,5.7,5.5,5.6,5.4,6.1,5.2,5.3,5.3,5.5,
Days Suitable,2012,KS,43,21-Oct,6.2,6.4,6.4,5.6,5.6,6.2,6.2,6.1,5.7,6,
Days Suitable,2012,KS,44,28-Oct,6.5,6.4,6.8,5.2,6.6,6.8,6.4,6.2,6.5,6.4,
Days Suitable,2012,KS,45,4-Nov,6.8,6.9,6.9,6.8,7,7,6.7,6.9,6.7,6.9,
Days Suitable,2012,KS,46,11-Nov,6.7,6.6,6.8,6.4,6.6,6.6,5.8,6.2,6.2,6.4,
Days Suitable,2012,KS,47,18-Nov,7,7,6.9,6.3,6.1,6.5,5.7,6,5.3,6.2,
Days Suitable,2012,KS,48,25-Nov,7,7,6.7,6.9,6.9,7,6.5,6.6,6.5,6.8,
Days Suitable,2012,KS,49,2-Dec,,,,,,,,,,,
Days Suitable,2012,KS,50,9-Dec,,,,,,,,,,,
Days Suitable,2012,KS,51,16-Dec,,,,,,,,,,,
Days Suitable,2012,KS,52,23-Dec,,,,,,,,,,,
Days Suitable,2012,KS,53,30-Dec,,,,,,,,,,,
,,,,,,,,,,,,,,,
Days Suitable,2013,KS,1,6-Jan,,,,,,,,,,,
Days Suitable,2013,KS,2,13-Jan,,,,,,,,,,,
Days Suitable,2013,KS,3,20-Jan,,,,,,,,,,,
Days Suitable,2013,KS,4,27-Jan,,,,,,,,,,,
Days Suitable,2013,KS,5,3-Feb,,,,,,,,,,,
Days Suitable,2013,KS,6,10-Feb,,,,,,,,,,,
Days Suitable,2013,KS,7,17-Feb,,,,,,,,,,,
Days Suitable,2013,KS,8,24-Feb,,,,,,,,,,,
Days Suitable,2013,KS,9,3-Mar,0.6,1.3,3,1,0.2,0.9,1,0.1,0.5,0.9,
Days Suitable,2013,KS,10,10-Mar,1.8,4.4,3.8,2.8,1.6,1.5,2.6,0.7,2,2.3,
Days Suitable,2013,KS,11,17-Mar,2.9,6.4,6.5,3.2,3.3,4.1,4.4,2.4,3.4,4.1,
Days Suitable,2013,KS,12,24-Mar,3.6,5.3,5.6,3,3.7,5.5,3.5,2.6,4.1,4.1,
Days Suitable,2013,KS,13,31-Mar,2.3,5.2,6.4,4,4,5,4.4,1.2,2.4,3.9,
Days Suitable,2013,KS,14,7-Apr,4.8,5.8,6.2,5.6,5,3.9,6.1,3.1,2.4,4.6,
Days Suitable,2013,KS,15,14-Apr,3.8,5.5,5.6,2,3.1,3.2,2,2,2.4,3.2,
Days Suitable,2013,KS,16,21-Apr,3.8,4.6,5.1,2.1,2.1,3.7,1,2,2.2,3,
Days Suitable,2013,KS,17,28-Apr,3.9,5.4,4.7,2.4,1.8,3.3,1.4,1.5,1.3,2.7,
Days Suitable,2013,KS,18,5-May,3.7,4.7,5.1,3.1,2.3,3.7,2.2,1.2,1.4,3,
Days Suitable,2013,KS,19,12-May,5.6,4.1,5.7,3.2,2.9,4,1.8,1.4,1.4,3.2,
Days Suitable,2013,KS,20,19-May,5,5.9,6.9,5.7,5.6,6.1,6.1,5.8,4.3,5.8,
Days Suitable,2013,KS,21,26-May,6.2,6.4,6.9,5.3,6,6,5,5.3,4.4,5.7,
Days Suitable,2013,KS,22,2-Jun,4.6,5.9,6.3,2.7,3.7,4.3,0.9,2.6,3.5,3.8,
Days Suitable,2013,KS,23,9-Jun,5.5,5.2,5.4,4.3,4.3,5.1,3.6,3.3,3.2,4.3,
Days Suitable,2013,KS,24,16-Jun,5.9,5.9,6.1,5.8,6.1,6.5,5.3,5.3,4.4,5.7,
Days Suitable,2013,KS,25,23-Jun,6.1,5.4,5.9,5.9,5.6,6.1,5.6,4.8,5.5,5.6,
Days Suitable,2013,KS,26,30-Jun,6.8,6.9,6.5,6.3,6.3,6.2,5.5,5.6,6.6,6.3,
Days Suitable,2013,KS,27,7-Jul,6.9,6.6,6.8,6.9,6.9,6.9,6.6,6.6,6.9,6.8,
Days Suitable,2013,KS,28,14-Jul,6.3,6.2,6.4,6.3,5.8,6.5,6.6,6.8,6.9,6.4,
Days Suitable,2013,KS,29,21-Jul,6.3,6.2,6.3,6.6,5.7,5.1,6.3,6.1,6.1,6,
Days Suitable,2013,KS,30,28-Jul,5.1,5.2,5.7,4.3,3.6,3.3,5.4,4.9,3,4.5,
Days Suitable,2013,KS,31,4-Aug,4.8,4.4,4.7,2.3,1.1,3.1,0.9,1.7,0.7,2.5,
Days Suitable,2013,KS,32,11-Aug,4.7,2.9,2.6,3.2,1.4,0.7,3.7,0.5,0,2,
Days Suitable,2013,KS,33,18-Aug,5.4,3.8,3.9,3.6,2.6,2,4.9,2,2.4,3.3,
Days Suitable,2013,KS,34,25-Aug,6.7,6.4,6.5,6.5,6,5.7,6.2,6.1,6,6.2,
Days Suitable,2013,KS,35,1-Sep,6.8,6.6,6.9,6.7,7,7,6.5,6.9,6.9,6.8,
Days Suitable,2013,KS,36,8-Sep,6.9,6.8,6.9,6.9,6.8,7,6.3,6.8,6.9,6.8,
Days Suitable,2013,KS,37,15-Sep,2.8,4.4,4.4,5.1,5.6,6.2,6.1,6.9,6.8,5.5,
Days Suitable,2013,KS,38,22-Sep,4.5,5.2,5.2,5.1,5.1,6.2,4.5,4.7,4.6,5.2,
Days Suitable,2013,KS,39,29-Sep,5.5,5.8,6.1,6.1,6.5,6.2,5.7,5.9,5.8,6,
Days Suitable,2013,KS,40,6-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Days Suitable,2013,KS,41,13-Oct,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Days Suitable,2013,KS,42,20-Oct,5.1,5,5.5,5,4.2,5,5,4.5,3.8,4.8,
Days Suitable,2013,KS,43,27-Oct,6.6,6.7,6.8,6.7,6.3,6.5,6.6,6.5,6.5,6.5,
Days Suitable,2013,KS,44,3-Nov,6.6,6.2,5.4,4.1,4.5,3.5,2.2,2.5,2.1,4,
Days Suitable,2013,KS,45,10-Nov,5.1,5.1,5.5,3.3,4.1,4.2,3.5,3.1,2,3.9,
Days Suitable,2013,KS,46,17-Nov,6.9,6.6,6.8,6,6.5,6.2,5.6,5.8,5.6,6.2,
Days Suitable,2013,KS,47,24-Nov,6.2,5.7,4.4,4.9,4.8,4.9,3.4,4.5,4.3,4.7,
Days Suitable,2013,KS,48,1-Dec,,,,,,,,,,,
Days Suitable,2013,KS,49,8-Dec,,,,,,,,,,,
Days Suitable,2013,KS,50,15-Dec,,,,,,,,,,,
Days Suitable,2013,KS,51,22-Dec,,,,,,,,,,,
Days Suitable,2013,KS,52,29-Dec,,,,,,,,,,,
,,,,,,,,,,,,,,,
,2014,KS,1,5-Jan,,,,,,,,,,,
,2014,KS,2,12-Jan,,,,,,,,,,,
,2014,KS,3,19-Jan,,,,,,,,,,,
,2014,KS,4,26-Jan,,,,,,,,,,,
,2014,KS,5,2-Feb,,,,,,,,,,,
,2014,KS,6,9-Feb,,,,,,,,,,,
,2014,KS,7,16-Feb,,,,,,,,,,,
,2014,KS,8,23-Feb,,,,,,,,,,,
,2014,KS,9,2-Mar,,,,,,,,,,,
,2014,KS,10,9-Mar,3.9,3.2,3.5,3.7,1.9,2.8,1.2,1.4,3.1,2.9,
,2014,KS,11,16-Mar,5.2,6.3,5.7,5.7,5.8,6,4.3,5.8,5.4,5.7,
,2014,KS,12,23-Mar,4.7,5.9,5.8,6,6.7,6.3,5.7,6.6,5.7,5.9,
,2014,KS,13,30-Mar,5.6,6,6.1,6.1,6.2,6.4,5.5,5.5,5.4,6.2,
,2014,KS,14,6-Apr,5.2,5.4,6.1,5.1,5.9,6.4,3.9,4.5,6,5.9,
,2014,KS,15,13-Apr,5.5,6.1,6,6,6.2,6.5,5.2,5,6.4,6,
,2014,KS,16,20-Apr,5.5,6.1,6,6,6.2,6.5,5.2,5,6.4,6,
,2014,KS,17,27-Apr,5.4,5.4,5.7,4.7,5.9,6.5,4.3,3.7,5.4,5.4,
,2014,KS,18,4-May,5.3,5.2,5.7,5.4,6.2,6.4,2.8,4.1,5.7,5.4,
,2014,KS,19,11-May,6.2,6.3,6.3,6.3,6.4,6.4,5.8,5.6,6,6.2,
,2014,KS,20,18-May,5.9,6.5,6.4,6.1,5.4,5.3,3.9,5.2,5,5.7,
,2014,KS,21,25-May,5.2,5.6,5.8,5,5.5,5.1,4.3,4.6,5.7,5.3,
,2014,KS,22,1-Jun,5.5,6.1,6.3,5.8,6.2,6.1,5.1,4.5,4.4,5.8,
,2014,KS,23,8-Jun,4.6,4.9,4.6,2.9,3,4,2.5,2.6,1.6,3.7,
,2014,KS,24,15-Jun,3.4,4.1,4.6,2.2,2.2,3.2,2.4,1.8,2,3.1,
,2014,KS,25,22-Jun,5,5.6,5.8,5.5,5,5.3,4,4.1,5.9,5.3,
,2014,KS,26,29-Jun,3.3,2.2,3.9,3.3,2.8,1.5,3.9,4,4.2,3.1,
,2014,KS,27,6-Jul,6.1,5.8,6,6,5.6,4.7,5.7,5.8,5.6,5.7,
,2014,KS,28,13-Jul,6.3,6.5,6.9,6.1,6.1,4.8,4.9,5.7,5.8,6,
,2014,KS,29,20-Jul,4.9,5.8,5.3,6.3,5.9,3.7,6.1,6.6,6.3,5.4,
,2014,KS,30,27-Jul,6.4,6.7,6.5,6.7,6.8,6.8,6.8,6.8,6.5,6.7,
,2014,KS,31,3-Aug,6.2,6,4.8,6.6,6.7,5.6,6.3,6.9,6.2,6,
,2014,KS,32,10-Aug,5.4,4.8,5.7,6.3,6,4.8,4.2,5.1,5.8,5.4,
,2014,KS,33,17-Aug,6,6.5,6.6,4.9,6.3,6.6,5,6.2,6.2,6.1,
,2014,KS,34,24-Aug,5,6.3,6.8,4.8,6.7,6.4,5.5,6.8,6.6,6.2,
,2014,KS,35,31-Aug,4.7,5.6,5.8,3.5,5.6,5.6,4.4,6,6.3,5.3,
,2014,KS,36,7-Sep,5.3,4.8,5.3,3.6,4.4,5.8,4.4,4.2,4.4,4.8,
,2014,KS,37,14-Sep,4.3,4.8,5.7,3.4,3.7,6.4,4.2,5.1,5.8,4.9,
,2014,KS,38,21-Sep,6.2,6.6,6.8,5.5,5.4,6.7,5.4,4.9,5,6,
,2014,KS,39,28-Sep,5.4,6.6,6.2,5.2,5.4,5.8,5.4,5.9,5.9,5.8,
,2014,KS,40,5-Oct,5.2,5.9,6.7,3.7,4.6,6.2,3.8,4.3,4.9,5.3,
,2014,KS,41,12-Oct,4.6,4.5,4.7,4.1,4.1,4.5,3.3,3,3.7,4.2,
,2014,KS,42,19-Oct,6.2,6.1,6.1,5.7,5.1,5.6,5.1,4.6,3.8,5.5,
,2014,KS,43,26-Oct,6.7,6.8,6.8,5.9,6.2,6.4,5.2,4.7,4.8,6.2,
,2014,KS,44,2-Nov,6.6,6.9,6.9,6.7,6.9,6.9,6.7,6.6,6.6,6.8,
,2014,KS,45,9-Nov,6.6,6.9,6.7,6.9,6.8,6.9,6.8,6.2,6.1,6.7,
,2014,KS,46,16-Nov,5.4,4.4,5.9,5.8,6.5,5.4,5.4,6.1,6.2,5.7,
,2014,KS,47,23-Nov,6.1,5.5,6.1,6.3,6.3,5,4.2,5.7,4.5,5.6,
,2014,KS,48,30-Nov,6.5,6.4,6.9,6.7,6.8,6.6,6.1,6.8,6.3,6.6,
,2014,KS,49,7-Dec,,,,,,,,,,,
,2014,KS,50,14-Dec,,,,,,,,,,,
,2014,KS,51,21-Dec,,,,,,,,,,,
,2014,KS,52,28-Dec,,,,,,,,,,,
,,,,,,,,,,,,,,,
,2015,KS,1,4-Jan,,,,,,,,,,,
,2015,KS,2,11-Jan,,,,,,,,,,,
,2015,KS,3,18-Jan,,,,,,,,,,,
,2015,KS,4,25-Jan,,,,,,,,,,,
,2015,KS,5,1-Feb,,,,,,,,,,,
,2015,KS,6,8-Feb,,,,,,,,,,,
,2015,KS,7,15-Feb,,,,,,,,,,,
,2015,KS,8,22-Feb,,,,,,,,,,,
,2015,KS,9,1-Mar,,,,,,,,,,,
,2015,KS,10,8-Mar,6,5.3,3.3,5.7,5.1,4.4,4.2,2.1,2.1,4.3,
,2015,KS,11,15-Mar,6.4,6.7,6.6,6.3,6.8,6.7,5.4,5.8,5,6.4,
,2015,KS,12,22-Mar,6.6,6.5,5.1,6.6,6.4,5.6,6,4.6,4.1,5.8,
,2015,KS,13,29-Mar,5.9,6.4,6.4,6.2,6.4,6.1,3.9,4.9,4.4,5.8,
,2015,KS,14,5-Apr,5.6,6.4,6.8,5.8,6.6,6.6,4.4,4.9,5.1,6,
,2015,KS,15,12-Apr,5.5,6.7,6.7,6.1,6.4,6.1,5,5.2,4.1,5.9,
,2015,KS,16,19-Apr,4.1,4.9,4.8,4.8,4.4,3.6,4.4,2.8,2.1,4.1,
,2015,KS,17,26-Apr,3.1,4.8,5.8,4.7,4,3.8,4.5,2.3,2.4,4.2,
,2015,KS,18,3-May,4.9,6,5.4,5.5,5.7,6.1,5.6,5.1,5.3,5.6,
,2015,KS,19,10-May,4,2,2.6,2.8,2.3,3.3,2,1.6,2.5,2.7,
,2015,KS,20,17-May,4.3,3.5,3.1,2.3,1.8,2.8,1.5,0.5,0.8,2.5,
,2015,KS,21,24-May,1.4,1.2,1.1,2,0.1,1,0.4,0.3,0.1,1,
,2015,KS,22,31-May,2.7,2.6,2.3,2.2,0.8,1.2,0.4,0.3,0,1.6,
,2015,KS,23,7-Jun,3.9,6.1,5.6,2.6,4.2,5.3,0.9,0.3,3,4.1,
,2015,KS,24,14-Jun,4.6,5,4.5,3.7,4.8,4.8,2.6,3.1,4.8,4.4,
,2015,KS,25,21-Jun,6,6.4,6.3,4.6,5.3,5.2,3.5,4.2,3.8,5.3,
,2015,KS,26,28-Jun,6.2,6.5,6.7,5.9,6.9,6.7,3.8,5.4,6.1,6.3,
,2015,KS,27,5-Jul,6.4,6.6,6.7,5.9,6.4,6.8,4.1,5.6,6.5,6.3,
,2015,KS,28,12-Jul,6.3,6.6,6.1,5.7,5.5,4.7,3.9,1.5,2.4,5.1,
,2015,KS,29,19-Jul,4.7,5.8,5.7,4.9,4.7,6.2,4.3,4.7,5.4,5.3,
,2015,KS,30,26-Jul,4.5,5.7,4.8,5.1,5.7,5.5,4,6.2,6,5.3,
,2015,KS,31,2-Aug,5.8,6.2,5.6,6.2,5.9,4.7,5.2,6.5,6.1,5.7,
,2015,KS,32,9-Aug,5.1,6,6.6,4.7,5.1,5.2,4.6,5.3,4.7,5.4,
,2015,KS,33,16-Aug,6.2,6.2,5.6,6.2,6.8,5.9,6.2,6,5.7,6,
,2015,KS,34,23-Aug,6.2,5.1,4.2,6.4,5.9,5.7,5.9,5.7,4.9,5.4,
,2015,KS,35,30-Aug,6.9,6.8,6.2,5.9,5.8,6.1,6.2,5.3,4.7,6.1,
,2015,KS,36,6-Sep,6.7,6.7,7,6.7,6.9,6.9,6.6,6.1,6.8,6.8,
,2015,KS,37,13-Sep,6.4,6.6,6.2,5.6,6,5,4.7,4.4,5.3,5.7,
,2015,KS,38,20-Sep,6.6,6.9,6.9,6.4,6.9,6.5,5.4,4.8,5.5,6.4,
,2015,KS,39,27-Sep,8.4,6.2,6.6,6.1,6.2,6.5,4.6,6.3,6.7,6.2,
,2015,KS,40,4-Oct,5.7,6.3,6.5,6.5,6.6,6.6,6.8,6.9,7,6.5,
,2015,KS,41,11-Oct,6.2,6.6,5.8,6.6,6.7,5.9,6.8,6.6,6.4,6.3,
,2015,KS,42,18-Oct,6.8,6.9,6.9,6.7,6.9,6.8,6.9,7,6.9,6.9,
,2015,KS,43,25-Oct,4.7,4.3,3.7,5,5.8,6,6,6.2,6.5,5.2,
,2015,KS,44,1-Nov,4.8,3.2,4,5.4,5.5,5.5,5.2,5.4,5.4,4.8,
,2015,KS,45,8-Nov,5.5,4.1,4.2,6.4,5.6,6.5,5.9,5.1,5.6,5.4,
,2015,KS,46,15-Nov,4.1,5.8,6,6.6,6.7,6.8,6.6,6.4,6.2,6.1,
